product_id,serial_no,overall_grade,defects_or_notes,status,price
A1706-2016-I5-8256,C02T92FMGTFJ,-,-,Untested/Upgraded,200
A1706-2016-I5-8256,C02T92Q3GTFJ,-,-,Untested/Upgraded,200
A1706-2017-I5-8256,C02WM6EPHV2L,-,-,Untested/Upgraded,205
A1706-2016-I5-8256,C02T1956GTFJ,-,-,Untested/Upgraded,200
A1706-2016-I5-8256,C02T16GMGTFJ,-,-,Untested/Upgraded,200
A1707-2016-I7-16512,C02T27SFGTFM,-,-,Untested/Upgraded,100
A1707-2017-I7-16512,C02WX3UWHTD6,-,-,Untested/Upgraded,150
A1707-2017-I7-16512,C02W3DVZHTD6,-,-,Untested/Upgraded,125
A1707-2016-I7-16512,C02SYDBDGTFM,-,-,Untested/Upgraded,175
A1707-2016-I7-16512,C02SX56NGTFM,-,-,Untested/Upgraded,150
A1707-2016-I7-16512,C02SX5AMGTFM,-,-,Untested/Upgraded,220
A1707-2017-I7-16512,C02W12PCHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16256,C02VT460HTD5,-,-,Untested/Upgraded,200
A1707-2016-I7-16512,C02SYEYNGTFM,-,-,Untested/Upgraded,240
A1707-2016-I7-16512,C02T556FGTFM,-,-,Untested/Upgraded,240
A1707-2016-I7-16512,C02SW13MGTFM,-,-,Untested/Upgraded,240
A1707-2016-I7-16512,C02T226ZGTFM,-,-,Untested/Upgraded,240
A1707-2016-I7-16512,C02SX81LGTFM,-,-,Untested/Upgraded,240
A1707-2017-I7-16512,C02WF4JCHTD6,-,-,Untested/Upgraded,225
A1707-2016-I7-16512,C02T9585GTFM,-,-,Untested/Upgraded,240
A1707-2017-I7-16512,C02WW469HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02W33XLHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WQ1MPHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WX0NRHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02W12UDHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16256,C02VNAT6HTD5,-,-,Untested/Upgraded,200
A1707-2017-I7-16512,C02W5AB5HTD6,-,-,Untested/Upgraded,225
A1707-2016-I7-16512,C02SX5LWGTFM,-,-,Untested/Upgraded,240
A1707-2017-I7-16512,C02W3DYZHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02W12QPHTD6,-,-,Untested/Upgraded,225
A1707-2016-I7-16512,C02T958JGTFM,-,-,Untested/Upgraded,240
A1707-2016-I7-16512,C02SQGCBGTFM,-,-,Untested/Upgraded,240
A1707-2017-I7-16512,C02W59YAHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02W12G7HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16256,C02VT44YHTD5,-,-,Untested/Upgraded,200
A1707-2017-I7-16512,C02WF4KEHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02W28H7HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02VQCWDHTD6,-,-,Untested/Upgraded,225
A1707-2016-I7-16512,C02SW67DGTFM,-,-,Untested/Upgraded,240
A1707-2016-I7-16512,C02TG02BGTFM,-,-,Untested/Upgraded,240
A1707-2017-I7-16256,C02VMDHHHTD5,-,-,Untested/Upgraded,200
A1707-2017-I7-16512,C02WX2WSHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WT2S3HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WX3E6HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16256,C02VMAEUHTD5,-,-,Untested/Upgraded,200
A1707-2017-I7-16512,C02WQ2KGHTD6,-,-,Untested/Upgraded,225
A1707-2016-I7-16512,C02SX694GTFM,-,-,Untested/Upgraded,240
A1707-2017-I7-16512,C02WT3SUHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02VQDUEHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02VV37HHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02W7055HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16256,C02VNC0LHTD5,-,-,Untested/Upgraded,200
A1707-2017-I7-162,C02WQ2FTHTD6,-,-,Untested/Upgraded,300
A1707-2017-I7-16512,C02WF3P9HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02W3E8VHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02V72FHHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02W479CHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WQ2DYHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02VW0Z5HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02W12V9HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02TP2S1HTD8,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WX0DUHTD6,-,-,Untested/Upgraded,225
A1707-2016-I7-16512,C02SYC3JGTFM,-,-,Untested/Upgraded,240
A1707-2016-I7-16512,C02TG1WAGTFM,-,-,Untested/Upgraded,240
A1707-2016-I7-16512,C02SX818GTFM,-,-,Untested/Upgraded,240
A1707-2016-I7-162,C02T60K0H040,-,-,Untested/Upgraded,245
A1707-2017-I7-16512,C02W7092HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WX4JKHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02W7006HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WF2MSHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WF3W8HTD6,-,-,Untested/Upgraded,225
A1707-2016-I7-16512,C02SQGJ3GTFM,-,-,Untested/Upgraded,240
A1707-2016-I7-16512,C02SQH3GGTFM,-,-,Untested/Upgraded,240
A1707-2017-I7-16512,C02WF2UFHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WT4JVHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02VT4WNHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WQ2KNHTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16512,C02WQ2K5HTD6,-,-,Untested/Upgraded,225
A1707-2017-I7-16256,C02VMDK1HTD5,-,-,Untested/Upgraded,200
A1707-2017-I7-16512,C02WX1JLHTD6,-,-,Untested/Upgraded,225
A1707-2016-I7-162,C02T60JSH040,-,-,Untested/Upgraded,245
A1932-2019-I5-16512,FVFC716MLYWP,-,-,Untested/Upgraded,245
A1989-2018-I7-16512,C02XK0TUJHD5,-,-,Untested/Upgraded,200
A1989-2018-I7-16512,C02YP05SJHD5,-,-,Untested/Upgraded,200
A1989-2018-I7-16512,C02CD2CCLVDL,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XG1Z3JHD4,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YJ0PLJHD3,-,-,Untested/Upgraded,240
A1989-2019-M1-8512,FVFFQ6PFQ05F,-,-,Untested/Upgraded,230
A1989-2018-I7-16512,C02YJ36RJHD3,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YJ37ZJHD3,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YP062JHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YP03UJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XK069JHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XQ0AJJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XG20JJHD4,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XK0TJJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02Y704AJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XK0TDJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YP08VJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XK066JHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XG1ZHJHD4,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XG0TBJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YJ36NJHD3,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YM05FJHD3,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YL2UNJHD3,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YJ368JHD3,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YP071JHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XG218JHD4,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YP066JHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YJ06JJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XJ0RZJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YJ06UJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XJ0RMJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YJ06CJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02YP08GJHD5,-,-,Untested/Upgraded,240
A1989-2018-I7-16512,C02XJ0RKJHD5,-,-,Untested/Upgraded,240
A1990-2018-I7-16512,C02XT01KJG5M,-,-,Untested/Upgraded,100
A1990-2018-I7-16512,C02XR22WJG5M,-,-,Untested/Upgraded,125
A1990-2018-I7-16512,C02XJ1JPJG5M,-,-,Untested/Upgraded,150
A1990-2018-I7-16512,C02XR301JG5M,-,-,Untested/Upgraded,200
A1990-2018-I7-16512,C02XJ0TRJG5M,-,-,Untested/Upgraded,200
A1990-2018-I7-16512,C02Y40M9JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YG0C8JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y90AUJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y31E0JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y40SZJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YG0LFJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YG0JWJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YG09XJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YG070JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YP001JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YG09KJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y40DVJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XJ2CWJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y408WJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XJ28EJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YG07PJG5M,-,-,Untested/Upgraded,225
A1990-2018-I9-321,C02XV01UJGH8,-,-,Untested/Upgraded,400
A1990-2018-I7-16512,C02XJ1JNJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XJ2CMJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y31DGJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XR4PUJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y40HTJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XP03LJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YN0QHJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y41A1JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XR1YRJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y40JLJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XR4R0JG5M,-,-,Untested/Upgraded,225
A1990-2018-I9-321,C02XV10NJGH8,-,-,Untested/Upgraded,400
A1990-2018-I7-16512,C02Y40VJJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XJ296JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y31EGJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YN0XHJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XR382JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y5021JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XQ0CZJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XJ1LUJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02XJ0C4JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02YG0G8JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y41AEJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y40MEJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y40MCJG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y90E3JG5M,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02X6LTDJG5J,-,-,Untested/Upgraded,225
A1990-2018-I7-16512,C02Y502SJG5M,-,-,Untested/Upgraded,225
A2141-2019-I7-16512,C02CD4FPMD6P,-,-,Untested/Upgraded,175
A2141-2019-I7-16512,C02CC4CMMD6P,-,-,Untested/Upgraded,250
A2141-2019-I7-16512,C02G61K8MD6P,-,-,Untested/Upgraded,250
A2141-2019-I7-16512,C02G713VMD6P,-,-,Untested/Upgraded,250
A2141-2019-I7-16512,C02F90Y6MD6P,-,-,Untested/Upgraded,250
A2251-2020-I7-16512,C02GD7PGML85,-,-,Untested/Upgraded,300
A2251-2020-I7-16512,C02G477JML85,-,-,Untested/Upgraded,300
A2251-2020-I7-16512,C02CD2D9LVDL,-,-,Untested/Upgraded,300
A2251-2020-I7-16512,C02DX0PPML85,-,-,Untested/Upgraded,300
A2251-2020-I7-16512,C02GD82CML85,-,-,Untested/Upgraded,300
A2289-2020-I7-16512,C02DQ01KP3YV,-,-,Untested/Upgraded,290
A2289-2020-I5-16512,C02DQ00EP3YV,-,-,Untested/Upgraded,275
A2338-2022-M1-8512,FVFG6BK5Q05F,-,-,Untested/Upgraded,375
A2338-2022-M1-8512,FVFG6BR6Q05F,-,-,Untested/Upgraded,375
A2251-2020-I7-16512,C02G46PBML85,-,-,Untested/Upgraded,300
A2338-2022-M1-8512,FVFG6B19Q05F,-,-,Untested/Upgraded,375
A2338-2022-M1-8512,C02FX0PMQ05F,-,-,Untested/Upgraded,375
A2338-2022-M1-8512,FVFG6CWXQ05F,-,-,Untested/Upgraded,375
A2485-2021-M1PRO-16512,GTDY9TQW75,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,NQ7YG9V94L,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,X3J437L4K6,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,WQRV24NC7X,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,Y6LCY244JN,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,D2914QY32H,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,GP4RY6YTQP,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,THHPM9GMQK,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,YYWGCQJXGH,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,R9K64NJFQ5,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,C703L042HW,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,PN29QP2LY2,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,GWYM2R5XFK,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,M9RHQG4TJJ,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,K9JCFY3NX5,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,NC4WV2T6N1,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,QQTP20M4PJ,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,WK40DQ0430,-,-,Untested/Upgraded,650
A2485-2021-M1PRO-16512,G4QHXF90J5,-,-,Untested/Upgraded,650
